english,hsk_level,chinese,pinyin
They are the products of post-war affluence.,3,他们是战後富裕生活的产物.,tā men shì zhàn後 fù yù shēng huó de chǎn wù.
The level of inflation has gone beyond 8%.,3,通货膨胀率已经超过了8%。,tōng huò péng zhàng shuài yǐ jīng chāo guò le8%。
They lit a fire to keep wild animals off.,3,他们燃起篝火防止野兽接近.,tā men rán qǐ gōu huǒ fáng zhǐ yě shòu jiē jìn.
Will Spurs be relegated to the third division?,3,斯珀尔斯队会降为丙级队吗?,sī pò ěr sī duì kuài xiáng wèi bǐng jí duì ma?
"Oh, Lord, are you going to get on my back?",3,哟，大人，你想找我茬，是吗？,yo， dà ren， nǐ xiǎng zhǎo wǒ chá， shì ma？
Do you know who invents the compass?,3,你知道是谁发明的指南针吗？,nǐ zhī dào shì shéi fā míng de zhǐ nán zhēn ma？
The moon is shining (through the window).,3,月光（通过窗户）照了进来.,yuè guāng（ tōng guò chuāng hu） zhào le jìn lái.
The channel of such a current.,3,湍急的水道这样一股水流的渠道,tuān jí de shuǐ dào zhè yàng yī gǔ shuǐ liú de qú dào
"Her face wore a grim, set look.",3,她脸上显出严厉、 木然的神情.,tā liǎn shàng xiǎn chū yán lì、  mù rán de shén qíng.
Several fields are under water after the heavy rain.,3,大雨过後有几片耕地被淹.,dà yǔ guò後 yǒu jǐ piàn gēng dì bèi yān.
A bullet whizzed past my ear.,3,一颗子弹嗖的一声从我耳边飞过。,yī kē zǐ dàn嗖 de yī shēng zòng wǒ ěr biān fēi guò。
Her temperature is above/below normal.,3,她的体温高於[低於]正常标准.,tā de tǐ wēn gāo yū[ dī yū] zhèng cháng biāo zhǔn.
Having a tendency to confide; trusting.,3,轻信的有信赖倾向的；信任的,qīng xìn de yǒu xìn lài qīng xiàng de； xìn rèn de
Fish can survive for only a short time out of water.,3,鱼离开水後活得时间很短.,yú lí kāi shuǐ後 huó de shí jiān hěn duǎn.
In or into the inner part; inside.,3,在…之内在或进入里面；在内部,zài… zhī nèi zài huò jìn rù lǐ miàn； zài nèi bù
His character/reputation is without (a) blemish.,3,他在品德[名誉]上毫无瑕疵.,tā zài pǐn dé[ míng yù] shàng háo wú xiá cī.
`Pass water' is a euphemism for `urinate'.,3,｀小便＇是｀排尿＇的委婉语.,｀ xiǎo biàn＇ shì｀ pǎi suī＇ de wěi wǎn yǔ.
Sam bent his brows upon hearing the news.,3,萨姆听了这消息后紧皱眉头。,sà mǔ tìng le zhè xiāo xi hòu jǐn zhòu méi tóu。
Ebony is a hard black wood.,3,黑檀树是一种黑色而坚硬的树木。,hēi tán shù shì yī zhòng hēi sè ér jiān yìng de shù mù。
Can you think sugar will substitute for honey?,3,你认为砂糖可以替代蜂蜜吗？,nǐ rèn wéi shā táng kě yǐ tì dài fēng mì ma？
Lacking strength or vigor; weak.,3,衰弱的缺乏力气或活力的；虚弱的,shuāi ruò de quē fá lì qi huò huó lì de； xū ruò de
Her hair hung down her back to her waist.,3,她的长发披在後背直垂到腰间.,tā de zhǎng fà pī zài後 bèi zhí chuí dào yāo jiàn.
Some Indians still live in wigwams.,3,有些印地安人仍然住在帐篷里。,yǒu xiē yìn de ān rén réng rán zhù zài zhàng peng lǐ。
I was amazed at the extent of his knowledge.,3,我对他知识的渊博感到惊奇。,wǒ duì tā zhī shi de yuān bó gǎn dào jīng qí。
"He said.""He's exactly like a huge fan.""",3,“他就象一把大扇子”，他说。,“ tā jiù xiàng yī bǎ dà shān zi”， tā shuō。
These policemen wear helmets to protect them.,3,这些警察戴着头盔保护自己。,zhè xie jǐng chá dài zhuó tou kuī bǎo hù zì jǐ。
Do you know all the possible moves in chess?,3,国际象棋的各种走法你都会吗?,guó jì xiàng qí de gè zhǒng zǒu fǎ nǐ dū huì ma?
A secondary matter; a side issue.,3,次要的第二位的事；较次要的问题,cì yào de dì èr wèi de shì； jiào cì yào de wèn tí
How can you bear to read such pap!,3,这样无聊的读物你怎能看得下去!,zhè yàng wú liáo de dú wù nǐ zěn néng kàn de xià qu!
A means of catching or ensnaring; a trap.,3,陷阱捕捉或诱捕的方式；圈套,xiàn jǐng bǔ zhuō huò yòu bǔ de fāng shì； juān tào
The whale dived as the harpoon struck it.,3,鲸鱼被鱼叉射中後潜入水中.,jīng yú bèi yú chǎ shè zhòng後 qián rù shuǐ zhòng.
"Look, the pavilion is high in the sky.",3,噍，那亭子高高地立在空中呢。,噍， nà tíng zi gāo gāo dì lì zài kōng zhōng ne。
He was very lonely at first when he moved to London.,3,他当初刚到伦敦时很孤单.,tā dāng chū gāng dào lún dūn shí hěn gū dān.
Paying my mortgage was an enormous weight off my mind!,3,"我还了抵押借款, 如释重负!","wǒ huán le dǐ yá jiè kuǎn,  rú shì zhòng fù!"
Can we remit our profit to foreign countries?,3,我们能否将利润汇寄到国外？,wǒ men néng pǐ jiàng lì rùn huì jì dào guó wài？
Can you tell me how much you earn a month?,3,你能告诉我你一个月赚多少吗？,nǐ néng gào su wǒ nǐ yī gè yuè zuàn duō shao ma？
The balloon descended gradually as the air came out.,3,气球空气外逸而缓缓下降.,qì qiú kōng qì wài yì ér huǎn huǎn xià jiàng.
The clear water mirrored the blue sky.,3,清澈的水中映出蔚蓝的天空。,qīng chè de shuǐ zhòng yìng chū wèi lán de tiān kōng。
Do the firm's accounts balance?,3,这家公司的帐目收支是否平衡？,zhè jiā gōng sī de zhàng mù shōu zhī shì fǒu píng héng？
Hasty and unthinking; impetuous.,3,急躁的仓促而不加思索的；冲动的,jí zào de cāng cù ér bù jiā sī suǒ de； chōng dòng de
She does Mrs. Thatcher rather well.,3,她学撒切尔夫人的样子倒挺像哩。,tā xué sǎ qiè ěr fū ren de yàng zi dào tǐng xiàng li。
The birch has smooth bark and slender branches.,3,桦树有光滑的皮和细长的枝。,huà shù yǒu guāng hua de pí huò xì cháng de zhī。
The thief slipped out (by the back door).,3,那个贼偷偷（从後门）溜出去了.,nèi gè zéi tōu tōu（ zòng後 mén） liū chū qù le.
Do you know the locations of the British Isles?,3,你知道不列颠群岛的位置吗？,nǐ zhī dào bù liè diān qún dǎo de wèi zhi ma？
A whale is no less a mammal than a horse is.,3,鲸鱼和马一样都是哺乳动物。,jīng yú huò mǎ yí yàng dōu shì bǔ rǔ dòng wù。
A twist of fate; a story with a quirky twist.,3,命运的扭转；跌宕起伏的故事,mìng yùn de niǔ zhuǎn； diē dàng qǐ fú de gù shì
Our journey ended without (further) mishap.,3,我们的旅程（後来）一路平安.,wǒ men de lu:3 chéng（後 lái） yī lù píng ān.
I let (out) my spare rooms (to lodgers).,3,我把多余的房间出租（给房客）.,wǒ bǎ duō yú de fáng jiān chū zū（ jǐ fáng kè）.
I've been on the run all day and I'm exhausted.,3,我整天忙个不停，疲於奔命。,wǒ zhěng tiān máng gè bù tíng， pí yū bēn mìng。
Do he paint this tractor red?,3,他是否把这台拖拉机漆成了红色？,tā shì fǒu bǎ zhè tái tuō lā jī qī chéng le hóng sè？
Are the Hawaiian Islands a dependence of the USA?,3,夏威夷群岛是美国的属地吗？,xià wēi yí qún dǎo shì Měi guó de shǔ dì ma？
How much chilli did you put in the curry?,3,你在咖喱食品中放了多少辣椒?,nǐ zài gā lí shí pǐn zhòng fàng le duō shao là jiāo?
The Thames rises in the Cotswold Hills.,3,泰晤士河发源於科茨沃尔德丘陵.,tài wù shì hé fà yuán yū kē cí wò ěr dé qiū líng.
The birch has smooth bark and slender branches.,3,桦树有光滑的皮和细长的枝。,huà shù yǒu guāng hua de pí huò xì cháng de zhī。
The essential function or nature of a thing.,3,本质事物的本质、功能或性质,běn zhì shì wù de běn zhì、 gōng néng huò xìng zhì
"Instead of admit his guilt, he prevaricate.",3,他不但不承认，反而支吾其词。,tā bù dàn bù chéng rèn， fǎn ér zhī wú qí cí。
Are there set hours of work in your company?,3,你们公司有固定的办公时间吗?,nǐ men gōng sī yǒu gù dìng de bàn gōng shí jiān ma?
The dealer was slavering over some precious stones.,3,那商人对一些宝石垂涎欲滴.,nà shāng rén duì yī xiē bǎo shí chuí xián yù dī.
The notice said Keep off (ie Do not walk on) the grass'.,3,布告牌上写著｀勿踏草地＇.,bù gào pái shàng xiě著｀ wù tà cǎo dì＇.
He's an awkward/queer old cuss.,3,他是个笨手笨脚的[古里古怪的]家伙.,tā shì gè bèn shǒu bèn jué de[ gǔ lǐ gǔ guài de] jiā huo.
Clint Eastwood's trademark is his squint.,3,克林伊斯威特的特徵是他眯眯眼。,kè lín yī sī wēi tè de tè zhǐ shì tā mǐ mǐ yǎn。
The novel is set in pre-war London.,3,这部小说以战前的伦敦为背景。,zhè bù xiǎo shuō yǐ zhàn qián de lún dūn wèi bèi jǐng。
The bus toiled up the steep hill.,3,公共汽车艰难地爬上陡峭的山岗.,gōng gòng qì chē jiān nán de pá shàng dǒu qiào de shān gǎng.
The dining-car was coupled on (to the last coach).,3,餐车已挂（在末节车厢）上.,cān chē yǐ guà（ zài mò jié chē xiāng） shàng.
He was hard put (to it) to explain her disappearance.,3,他难以说明她为什麽不见了.,tā nán yǐ shuō míng tā wèi shí mó bù jiàn le.
Rembrandt's paintings show the cachet of genius.,3,伦勃朗的绘画是天才的象徵.,lún bó lǎng de huì huà shì tiān cái de xiàng zhēng.
She attacked him with a torrent of abuse.,3,她用连珠炮似的谩骂来攻击他。,tā yòng lián zhū pào sì de màn mà lái gōng jī tā。
There grows some spongy moss on the stone.,3,石头上长着一些柔软的苔藓。,shí tou shàng zhǎng zhuó yī xiē róu ruǎn de tái xiǎn。
Which is the right side of the cloth (ie the one intended to be seen)?,3,这块布哪一面是正面?,zhè kuài bù něi yī miàn shì zhèng miàn?
How can I get the dirt off the walls?,3,我怎样才能把墙上的污垢去掉呢?,wǒ zěn yàng cái néng bǎ qiáng shàng de wū gòu qù diào ne?
Concealed from the public; private.,3,幕后的，秘密的隐瞒公众的；私下的,mù hòu de， mì mì de yǐn mán gōng zhòng de； sī xià de
Excessively concerned with something; distracted.,3,过分关注某事的；心不在焉的,guò fèn guān zhù mǒu shì de； xīn bù zài yān de
Bats fly at night and feed on insects.,3,蝙蝠在夜间飞行，以昆虫为食。,biān fú zài yè jiān fēi xíng， yǐ kūn chóng wèi sì。
He has come all the way from Leeds to look for a job.,3,他从利兹远道而来寻找工作.,tā zòng lì zī yuǎn dào ér lái xún zhǎo gōng zuò.
He's a bit slow but in the end he latches on.,3,"他有点迟钝, 但毕竟还能理解.","tā yǒu diǎn chí dùn,  dàn bì jìng huán néng lǐ jiě."
Prevention is better than cure.,3,预防胜于治疗（治病不如防病）。,yù fáng shèng yú zhì liáo（ zhì bìng bù rú fáng bìng）。
The pith of that theory is serving for people.,3,那个理论的精髓是为人民服务。,nèi gè lǐ lùn de jīng suǐ shì wèi rén mín fú wù。
A blow behind the ear stretched him on the floor.,3,耳後的一击使他趴倒在地板上。,ěr後 de yī jī shǐ tā pā dào zài dì bǎn shàng。
A mold in which such metal is cast.,3,金属铸模金属锭在其中被铸的模子,jīn shǔ zhù mó jīn shǔ dìng zài qí zhōng bèi zhù de mó zi
Lotus flowers are in full bloom in the pond in summer.,3,夏季的水塘中，芙蓉盛开。,xià jì de shuǐ táng zhòng， fú róng shèng kāi。
The dealer was slavering over some precious stones.,3,那商人对一些宝石垂涎欲滴.,nà shāng rén duì yī xiē bǎo shí chuí xián yù dī.
He's an awkward/queer old cuss.,3,他是个笨手笨脚的[古里古怪的]家伙.,tā shì gè bèn shǒu bèn jué de[ gǔ lǐ gǔ guài de] jiā huo.
When he became rich he threw over all his old friends.,3,他发财之後把老朋友都抛弃了.,tā fā cái zhī後 bǎ lǎo péng you dōu pāo qì le.
Trees shed their leaves and flowers shed their petals.,3,到时候树就落叶、 花就掉瓣.,dào shí hòu shù jiù luò yè、  huā jiù diào bàn.
How long can you stare without blinking your eyes?,3,你能瞪着看多长时间不眨眼?,nǐ néng dèng zhuó kàn duō zhǎng shí jiān bù zhǎ yǎn?
Our car stalled on the brow of a steep hill.,3,我们的汽车在山顶陡坡处抛锚了.,wǒ men de qì chē zài shān dǐng dǒu pō chù pāo máo le.
The firm publishes its accounts in August.,3,该商行於八月份公布会计帐目.,gāi shāng xìng yū bā yuè fèn gōng bù kuài jì zhàng mù.
"Director Liu, in the chair, opened the meeting.",3,刘厂长主持会议，宣布开会。,liú chǎng zhǎng zhǔ chí huì yì， xuān bù kāi huì。
"I have found you out at last, you cheat!",3,我总算把你看透了，你这个骗子！,wǒ zǒng suàn bǎ nǐ kàn tòu le， nǐ zhè gè piàn zi！
The essence of all good strategy is simplicity.,3,一切优秀战略的精髓是简单。,yī qiè yōu xiù zhàn lu:è de jīng suǐ shì jiǎn dān。
Epidurals are now often used during childbirth.,3,现在分娩时常用硬膜外注射.,xiàn zài fēn miǎn shí cháng yòng yìng mó wài zhù shè.
Many kinds of squirrels are easy to tame.,3,很多种类的松鼠都很容易驯养。,hěn duō zhǒng lèi de sōng shǔ dōu hěn róng yì xún yǎng。
Down the sable flood they glided.,3,他们在黑黝黝的洪水中随波逐流。,tā men zài hēi yǒu yǒu de hóng shuǐ zhòng suí bō zhú liú。
She feels wearisome by the constant noise.,3,她很厌烦那些没完没了的嘈杂声。,tā hěn yàn fán nà xiē mò wán mò le de cáo zá shēng。
Practice Tests For College English Vocabulary,3,＜大学英语词汇综合测试题＞。,＜ dà xué Yīng yǔ cí huì zōng hé cè shì tí＞。
The street lights come on at dusk and go off at dawn.,3,"路灯在黄昏时开, 拂晓时关.","lù dēng zài huáng hūn shí kāi,  fú xiǎo shí guān."
Her skin is still as smooth as a baby's bottom.,3,她的皮肤仍然十分柔软、 光滑.,tā de pí fū réng rán shí fēn róu ruǎn、  guāng hua.
Touch your toes without bending your knees.,3,"用手够到你的脚趾, 膝盖别弯曲.","yòng shǒu gòu dào nǐ de jiǎo zhǐ,  xī gài biè wān qǔ."
Ancient Rome subjected most of Europe (to its rule).,3,古罗马帝国征服了欧洲大部分.,gǔ Luó mǎ dì guó zhēng fú le ōu zhōu dà bù fen.
They enlisted four hundred recruits for the navy.,3,他们为海军徵募了四百名新兵.,tā men wèi hǎi jūn zhǐ mù le sì bǎi míng xīn bīng.
Tending to cause death; deadly.,3,致命的；致死的易引起死亡的；致命的,zhì mìng de； zhì sǐ de yì yǐn qǐ sǐ wáng de； zhì mìng de
Christmas commemorates the birth of Christ.,3,圣诞节是为了纪念耶酥的诞生。,Shèng dàn jié shì wèi le jì niàn yē sū de dàn shēng。
That excuse simply won't wash (with me).,3,这种借口（让我）实在无法相信.,zhè zhǒng jiè kǒu（ ràng wǒ） shí zài wú fǎ xiāng xìn.
"Something that restrains, blocks, or suppresses.",3,抑制物限制、阻止或压制的东西,yì zhì wù xiàn zhì、 zǔ zhǐ huò yā zhì de dōng xi
When the river burst its banks the fields were inundated.,3,"河岸决堤後, 田地遭洪水淹没.","hé àn jué dī後,  tián dì zāo hóng shuǐ yān mò."
Do you know why she is so strange to him?,3,你知道她为什么对他如此冷淡吗？,nǐ zhī dào tā wèi shén me duì tā rú cǐ lěng dàn ma？
The climber had to cling onto the cliff.,3,那攀登者不得不紧扒着悬崖峭壁。,nà pān dēng zhě bù dé bù jǐn pá zhuó xuán yá qiào bì。
